wage,university,female,age
13.14957,1,1,30
27.01923,1,1,25
14.91923,0,0,29
19.37692,0,1,26
29.05678,1,1,25
22.58077,1,0,33
9,0,1,28
12.615385,0,0,30
15.94103,0,0,28
12.065385,0,1,25
9.643407,0,1,31
26.05769,1,1,25
13.81111,0,0,27
15.55,0,1,31
14,1,1,30
18.08461,0,0,27
21.64371,1,0,28
17.52308,1,1,31
20.91923,0,1,27
14.93776,1,1,27
18.30385,0,0,34
12.094082,0,0,31
14.68846,0,1,32
20.32857,0,0,25
15.26923,0,1,33
10.973077,0,0,28
11.353846,0,0,27
34.93077,0,0,32
17.69359,1,0,29
30.59231,0,0,29
17,0,0,31
11.473077,0,0,33
24.15385,1,1,30
18.38461,1,1,30
25.92692,1,0,28
17.60385,0,0,27
6.584615,0,1,25
10.65,0,1,32
11.526688,0,0,25
11.453846,1,1,28
27.18846,1,0,31
10.873077,0,0,27
8.7,0,1,25
41.43077,1,0,34
9.234615,0,1,29
37.00385,1,0,33
35.49231,1,1,28
37.03803,1,0,28
12.114583,0,0,30
22.53077,0,0,33
18.97564,1,0,29
15.4,0,0,29
27.51827,1,1,30
14.33846,0,0,28
10.142307,0,1,25
17.02308,0,0,26
12.030769,1,1,28
14.83846,0,0,33
14.33846,0,0,28
16.06154,1,1,26
16.04786,1,1,28
12.87906,1,0,30
23.16154,1,0,34
17.07521,0,0,34
18.65612,0,1,34
18.99859,0,0,33
10.442307,0,1,28
18.075,0,1,25
25.07308,1,0,31
12.89231,0,0,27
34.2,1,0,28
19.74567,0,1,32
22.63077,0,0,34
12.117307,0,1,26
40.95,1,0,34
8.769231,0,0,30
10.434616,0,0,34
19.225,1,1,25
13.8,0,0,28
18.39608,0,0,32
13.22692,1,0,26
17.37308,0,1,30
18.54577,0,0,26
9.543407,0,1,30
29.09103,1,0,34
15.32051,1,1,25
28.29103,1,0,26
9.811538,0,0,26
14.45385,1,1,33
27.33846,0,0,33
18.30385,1,1,34
16.31154,0,1,29
28.86846,1,0,31
25.25769,0,1,30
11.36282,0,1,34
14.78846,0,1,33
15.10769,0,0,28
26.55769,1,1,30
9.4,0,1,32
12.865385,0,1,33
22.99231,0,0,28
19.92692,0,0,31
24.01752,1,0,26
11.774359,0,0,28
29.69231,1,0,32
15.89231,1,1,32
22.33077,1,1,31
32.75769,1,0,29
26.25,0,0,28
30.19231,1,1,25
28.64615,0,0,28
12.265385,0,1,27
11.25,0,0,25
21.78077,1,0,25
10.6,0,0,26
15.41923,0,0,34
21.62917,0,0,34
7.438462,0,0,34
9.911538,0,0,27
12.534615,0,0,34
14.03846,0,0,25
27.23846,1,1,32
26.52692,1,0,34
13.35641,0,0,31
26.02692,1,0,29
24.93461,1,1,33
27.13846,1,1,31
17.83532,1,0,31
20.05769,0,1,28
25.34583,1,0,29
12.365385,1,0,27
19.42692,1,1,26
12.89615,0,0,28
11.473077,0,0,33
13.27024,0,1,33
16.4047,0,1,31
15.92051,1,1,31
26.59231,1,0,26
37.00385,1,0,33
9.927885,1,1,25
28,0,0,30
14.03846,0,0,25
11.103846,0,1,25
18.375,0,1,28
14.81489,0,0,29
34.35,1,1,31
7.295192,0,0,25
33.81923,1,0,30
10.791758,0,1,26
12.903922,0,0,31
24.49487,0,0,27
22.27692,1,0,29
13.85608,0,0,30
13.98376,0,0,33
29.72308,1,1,28
17.67372,0,1,29
18.23461,0,1,29
15.08791,0,0,30
15.555,0,1,34
15.68077,0,0,27
13.32692,0,1,28
19.80769,1,1,25
11.934615,0,0,28
13.56476,0,1,27
21.39872,1,0,34
13.27692,0,0,27
16.94895,0,0,34
25.09021,1,1,28
21.70044,1,0,27
34.65,1,1,34
27.43846,0,0,34
20.30769,1,1,30
25.63935,1,0,34
13.43333,0,0,31
39.77479,1,0,34
13.335898,1,1,34
13.35641,1,1,31
21.11502,0,0,28
20.86923,0,0,26
13.90769,0,1,29
9.593407,0,0,30
11.80551,0,1,25
15.72401,0,1,33
33.68846,1,1,34
21.3,0,0,33
12.130769,1,1,29
16.86154,1,1,34
10.923077,0,1,28
12.905769,0,1,33
20.50769,0,0,32
8.058173,1,0,32
13.54744,1,0,26
12.515385,0,0,29
15.41923,0,0,34
22.51154,1,1,28
19.23352,0,1,28
11.173077,0,0,30
26.65769,0,0,31
11.584615,0,1,25
9.861538,0,1,27
16.92308,1,1,25
21.18846,1,1,34
20.42137,1,1,29
11.303846,0,1,27
10.118132,0,1,33
15.9,1,1,34
12.98956,0,1,26
14.00769,1,0,29
12.75641,1,1,25
12.115385,0,0,25
10.592307,0,0,29
17.60385,1,1,27
16.81154,1,0,33
15.78077,1,1,28
17.675,0,0,33
6.218803,1,1,28
10.682693,0,1,28
16.74231,1,1,28
19.92692,1,1,31
46.91154,1,0,34
8.075,0,0,34
10.011538,0,0,28
12.54615,0,1,25
17.52308,1,1,31
11.534615,1,0,31
18.18461,1,1,28
27.55096,1,0,28
19.72692,0,0,29
15.1,0,0,26
8.007693,0,0,32
14.40769,1,0,33
9.592857,0,1,25
29.21154,1,0,32
15.41923,1,1,34
14.56923,1,0,25
16.27933,0,1,31
15.4,0,0,29
19.21539,1,0,33
12.165385,0,1,26
13.28956,1,0,28
8.469231,0,0,27
22.85812,1,1,32
21.83077,1,1,26
24.45385,1,1,33
17.88496,1,0,28
18.28461,1,1,29
16.86154,0,0,34
18.33427,0,0,26
29.34231,0,0,29
24.86539,1,0,27
7.607693,1,1,28
11.170513,0,0,30
7.607693,0,0,28
15.75,1,0,32
17.22308,0,0,28
9.094231,0,0,27
17.32308,1,1,29
20.40769,1,1,31
24.03846,0,0,25
17.12308,0,0,27
34.45,0,0,32
25.07802,1,1,31
17.90726,1,0,29
22.13077,1,1,29
21.3247,0,0,26
22.2,1,0,34
17.62211,1,1,28
10.716272,0,1,30
27.98077,0,0,25
12.965385,0,1,34
9.718132,0,1,29
11.153846,0,0,25
23.85385,1,1,27
29.44231,0,0,30
8.369231,0,0,26
12.690659,0,1,34
13.14021,1,0,33
22.18077,1,0,29
26.48846,0,1,25
9.109615,0,0,31
8.719231,0,1,30
10.211538,0,0,30
9.711538,0,0,25
16.28077,1,1,33
19.06539,0,0,32
13.67692,1,1,31
19.82692,0,0,30
12.565385,0,1,30
30.0479,1,0,29
12.515385,1,1,29
8.588462,1,1,33
6.485417,0,0,31
13.38,0,0,31
21.61923,0,1,34
31.42692,1,0,33
41.81154,1,0,33
21.32917,0,0,31
13.015385,0,0,34
39.33846,0,0,28
10.161538,0,1,30
15.17917,0,0,32
14.86923,0,1,29
11.092307,0,0,34
26.17692,0,0,31
19.76667,0,0,31
14.73846,0,0,32
24.88461,1,0,32
27.95,1,0,29
16.52244,0,0,25
15.15,0,1,27
46.61923,1,0,33
10.038462,1,1,25
15.41923,0,0,34
22.38077,0,1,32
17.85385,0,1,30
61.14231,1,0,34
8.45,0,1,25
17.37308,1,0,29
43.03462,1,0,26
18.91026,1,1,25
16.28681,1,1,31
16.28681,1,1,31
22.9,0,0,29
32.6,1,1,26
12.965385,0,1,34
17.52308,1,1,31
14.91923,0,0,29
17.62308,0,0,32
29.74231,0,0,33
28.71106,1,0,33
20.12692,1,1,33
14.83846,1,1,33
8.314286,0,0,26
15.48077,1,1,25
7.403846,1,1,25
12.83654,1,1,25
12.885898,0,1,30
29.12115,0,0,34
14.51923,0,0,25
30.38461,0,0,25
21.11923,0,1,29
35.26275,0,0,34
30.53173,1,0,34
29.54231,0,0,31
14.13846,0,0,26
16.56154,1,1,31
32.7,0,0,27
41.41154,1,0,29
7.379144,0,0,27
13.71923,0,1,30
8.094505,0,0,26
16.76154,0,0,33
14.73846,0,0,32
19.54711,1,1,26
28.1,0,0,31
27.23846,0,0,32
15.85,0,1,34
33.31923,1,0,25
17.22308,1,1,28
20.35769,1,0,30
29.09231,1,0,26
44.11538,1,0,32
13.18654,0,1,29
9.210256,0,0,28
17.52308,0,0,31
13.111538,0,1,32
9.680769,0,1,30
14.95,0,1,25
27.23846,0,0,32
35.50128,1,0,34
16.66154,0,0,32
36.83803,1,0,26
23.82902,1,0,28
17.27308,1,0,28
21.83077,1,1,26
34.55,1,1,33
19.82692,1,1,30
21.88077,0,1,27
17.27308,1,0,28
20.00769,1,1,27
55.53462,1,0,26
21.19872,1,0,32
12.534615,0,0,34
20.28846,1,1,25
13.17692,0,0,26
17.13077,1,1,29
14.85511,0,0,28
12.865385,1,0,32
11.880769,0,1,27
22.38077,1,0,31
33.58291,1,1,26
12.515385,0,0,29
13.29615,0,0,32
13.36667,0,1,30
7.257693,0,1,25
22.08077,1,0,28
18.38461,0,0,30
22.03077,1,1,28
22.33077,1,1,31
12.765385,0,1,32
15.55,0,1,31
18.18461,0,0,28
17.07308,1,0,26
14.6,0,1,34
19.67692,0,1,29
19.19615,1,0,28
14.83846,0,0,33
20.52019,1,1,29
23.27308,1,1,26
32.9358,0,1,34
35.07308,1,0,31
11.204807,0,0,32
28.94231,0,0,25
28.56154,1,1,26
13.24615,0,1,32
26.10427,1,1,26
11.221428,0,1,27
17.22308,1,1,28
20.10769,1,1,28
19.77692,1,0,29
7.526923,0,0,32
27.08846,1,0,30
9.811538,0,0,26
17.67308,1,0,32
19.32692,1,1,25
23.91752,0,1,26
11.35,0,0,26
17.10256,1,1,30
15.41923,0,0,34
18.56539,0,0,27
24.53461,0,0,29
16.97308,0,1,26
21.78077,1,0,25
32.75769,1,0,29
19.57692,1,0,27
7.020879,1,1,29
7.757693,1,0,29
11.456044,0,0,25
29.79231,1,0,33
11.047009,0,0,25
13.67009,0,0,32
10.992307,0,0,33
19.77724,1,0,27
13.32692,0,1,28
18.03846,1,1,33
16.9,0,0,30
32.29615,1,0,34
36.83462,1,1,27
38.76325,1,1,34
30.26202,0,0,30
23.27308,0,0,26
12.590659,0,1,33
17.23333,1,0,26
16.92308,1,1,25
22.89231,1,1,27
22.69231,1,1,25
24.23461,1,1,26
39.05769,1,1,30
28.3,0,0,33
11.303846,0,1,27
30.38461,1,1,25
12.565385,1,0,29
15.98681,1,1,28
14.86923,1,0,28
23.44231,0,1,33
27.33846,0,0,33
6.926923,1,1,26
10.111538,0,0,29
17.42308,0,0,30
17.98532,0,0,33
17.07308,0,1,27
12.085759,0,1,33
15.25769,1,0,29
19.03407,1,1,31
55.8641,0,0,33
10.611538,0,0,34
19.42564,1,1,34
18.73461,0,1,34
15.75,0,1,33
17.02548,0,0,26
19.96667,1,1,33
19.87692,0,1,31
16.86154,0,0,34
16.36154,1,1,29
20.87692,0,0,28
18.28095,1,1,34
14.56923,0,1,26
22.28077,1,0,30
22.33077,1,1,31
14.80556,0,0,30
13.87692,0,0,33
9.642857,0,0,25
35.70192,1,0,32
22.4718,1,1,26
16.92308,0,0,25
12.6,0,0,26
17.8,0,0,28
9.15,0,0,29
10.462638,0,1,34
20.00769,0,0,27
14.51923,1,1,25
37.86538,1,0,32
29.97253,1,1,25
22.08042,0,0,25
11.633674,0,1,28
9.746154,0,0,34
21.31923,1,0,30
28.54103,1,1,29
21.88077,0,1,27
11.373077,0,0,32
16.76154,0,0,33
12.665385,0,1,31
19.42692,0,0,26
18.36539,0,0,25
20.03252,1,0,25
10.411538,0,0,32
8.888462,1,0,33
38.06538,1,0,34
12.215385,0,0,26
22.13077,0,0,29
19.17564,0,1,32
10.392307,0,0,27
14.41111,0,0,33
13.725,1,0,32
13.28462,1,1,25
18.51539,1,0,26
26.53702,1,0,31
19.62692,0,0,28
7.526923,0,0,32
16.47692,1,1,34
23.57308,0,0,29
13.19808,1,1,26
13.41346,1,1,25
55.11346,1,0,29
17.32308,0,0,29
19.12143,0,1,26
23.95385,0,0,28
22.58077,1,0,33
12.565385,1,0,29
24.63461,0,0,30
26.02692,1,0,29
19.32692,0,0,25
23.09883,1,0,34
25.64957,1,1,30
31.99615,1,0,31
21.26923,1,1,30
11.361538,0,0,29
12.965385,1,0,33
17.62308,1,1,32
15.46923,1,0,34
16.09786,0,1,29
16.06154,1,1,26
18.83427,0,0,31
15.4,1,1,29
17.17308,1,0,27
22.28077,1,0,30
29.89231,1,0,34
11.590909,0,0,25
14.61923,0,0,26
14.63068,1,0,34
24.63461,0,0,30
18.38461,1,1,30
25.11539,1,1,30
17.82308,0,0,34
35.89231,0,0,32
21.16154,0,0,27
17.12991,0,0,26
25.02308,0,0,31
9.7,0,0,27
17.87308,1,0,34
26.22692,1,0,31
17.67308,1,0,32
17.50385,1,1,26
17.50726,1,0,25
15.54945,0,0,25
24.73461,0,0,31
11.291758,0,1,31
17.85,0,0,31
12.80245,0,1,28
21.89231,1,1,28
33.05,1,0,30
32.66453,1,0,27
17.22308,1,1,28
20.54402,1,0,34
31.64615,0,0,28
25.8859,1,0,34
21.57607,1,1,32
18.75,0,0,25
19.11539,0,1,33
12.523077,0,0,31
19.32564,0,0,33
22.95,1,0,29
31.84615,1,1,30
13.30641,1,0,30
20.15769,1,0,28
29.94573,1,0,34
24.59039,1,1,31
8.825874,1,1,32
13.22692,0,1,27
10.548077,1,1,30
10.046377,0,0,28
11.391209,1,1,26
14.98846,1,0,34
29.44231,0,0,30
10.65,0,1,27
10.8,0,1,26
21.06923,0,0,28
41.61154,1,0,31
15.3,0,0,28
18.75385,0,0,26
18.25769,1,0,29
12.99615,1,1,29
16.26154,0,0,28
15.01539,0,0,29
19.37564,1,0,33
49.30385,1,0,31
11.838462,0,0,33
33.48846,1,1,32
11.153846,0,0,25
16.56154,1,1,31
11.930769,0,0,27
18.58461,1,1,32
19.82692,0,0,30
15.35,0,1,29
19.34615,0,0,30
15.1,0,0,26
8.375156,0,1,25
11.353846,0,0,27
19.87692,1,0,30
18.46539,1,1,26
9.380769,0,1,27
18.38461,0,0,30
19.05577,0,1,30
20.35769,1,0,30
13.5,0,0,25
18.28461,1,1,29
22.13077,0,0,29
16.84231,1,1,29
19.73352,1,0,32
11.197009,0,1,27
21.25,1,1,25
23.17308,0,0,25
56.6688,1,0,32
46.41923,0,1,32
17.72308,1,1,33
18.45,1,0,34
24.73461,1,1,31
21.83077,1,1,26
44.32692,1,1,25
20.83846,0,1,31
16.92308,0,0,25
17.12308,0,0,27
20.91923,1,0,26
15.81,1,0,34
37.21538,1,1,26
24.00385,1,0,28
9.280769,0,1,26
16.97308,0,1,26
10.2,0,0,27
17.82308,0,0,34
27.65897,1,1,33
11.032584,1,0,30
26.93846,0,0,29
15.68077,0,0,27
13.2,0,0,32
7.994505,1,1,25
36.70385,1,0,30
12.315385,1,1,27
14.43846,1,1,29
20.49872,1,0,25
7.357693,0,1,26
21.78077,1,0,25
21.66923,1,1,34
14.28846,0,1,28
14.43846,0,0,29
41.36431,1,0,33
17.95,1,0,29
13.55752,0,0,31
9.807693,0,0,25
18.12436,0,0,29
12.507509,0,1,34
15.41923,0,0,34
20.22692,0,0,34
10.833333,0,0,25
11.466009,0,1,32
14.60128,1,0,25
11.514423,0,0,25
17.22308,0,0,28
14.78427,0,0,29
22.43077,0,0,32
20.15769,0,1,29
13.42692,0,1,29
9.961538,0,1,28
16.22051,0,0,34
22.53077,0,0,33
25.22308,0,0,33
18.67644,0,1,26
16.26154,0,0,28
17.93461,0,1,26
18.03461,0,1,27
17.98461,1,1,26
19.57692,1,0,27
28.48077,1,1,30
13.03519,1,0,28
12.965385,0,1,34
14.11111,1,1,30
24.21752,1,0,28
12.565385,0,1,30
40.06471,1,1,33
13.33461,1,0,29
13.76923,1,1,30
17.7375,1,0,30
12.59615,0,0,25
19.66026,1,0,32
11.31282,0,0,33
19.74615,1,1,34
24.73461,1,1,31
31.02778,0,1,33
22.61154,0,0,29
20.54872,0,0,26
19.85769,1,0,25
45.05769,1,0,27
10.892307,0,0,32
11.803846,0,1,32
51.47692,1,1,34
17.42308,0,0,30
11.166483,0,1,27
17.45726,1,1,25
18.36197,1,0,25
17.57308,0,1,32
6.396154,1,0,25
24.63461,0,0,30
18,0,0,30
25.25,1,0,32
14,0,0,30
10.955129,0,1,28
24.9,1,1,29
8.722875,0,1,27
23.61923,1,0,28
20.02692,0,0,32
14.23846,1,1,27
19.82692,1,1,30
12.215385,0,0,26
17.42308,0,0,30
10.161538,0,1,30
14.51923,0,0,25
20.86923,1,1,26
20.175,1,1,33
9.230769,0,0,25
19.82692,0,0,30
14.05769,1,1,30
9.680769,0,1,30
14.87949,0,0,27
11.225,0,0,31
13.52692,0,1,30
22.5,0,0,25
26.98846,1,0,29
16.69231,1,0,27
21.67607,0,0,33
41.99231,1,0,30
24.55385,1,1,34
13.525,0,0,29
9.961538,0,1,28
51.32692,1,0,32
16.81154,1,0,33
14.38846,0,1,29
20.30769,0,0,30
11.583333,0,1,33
24.93461,0,0,33
17.32308,0,0,29
12.366667,0,0,32
19.24615,1,1,29
21.12607,1,0,27
19.80769,1,1,25
21.23909,1,0,33
21.01255,1,1,33
15.11923,0,0,31
53.6663,1,1,33
19.90769,1,1,26
20.44872,1,1,25
22.43077,0,0,32
23.10192,1,0,31
14.03901,1,0,30
12.665385,0,1,31
17.42991,1,1,29
22.43077,0,0,32
15.7,0,0,32
15.15,0,1,27
29.33461,1,1,27
37.61538,0,0,30
34.55,1,1,33
19.87628,1,0,34
14.78791,0,0,27
22.08077,1,0,28
18.13784,1,1,28
15.7079,1,0,25
23.64291,1,1,34
26.68162,1,0,27
15.06581,1,1,31
17.60385,1,1,27
8.382248,0,1,27
22.38077,1,0,31
24.33461,1,1,27
18.58461,1,1,32
6.828846,0,1,26
9.353846,0,0,32
13.27692,0,0,27
17.37308,0,1,30
32.76453,1,0,28
14.66923,1,0,26
33.95,0,0,27
13.98333,1,0,31
34.11923,1,0,33
17.11539,0,0,25
29.3574,1,1,31
9.280769,0,1,26
24.88461,1,0,32
10.211538,0,0,30
25.57692,0,0,25
10.9,0,0,34
10.55,0,1,31
18.66539,0,0,28
27.33846,1,1,33
15.81923,1,0,25
25.79615,1,1,32
25.77692,1,1,27
64.20769,1,0,31
13.05,0,1,31
24.43461,0,0,28
49.88462,1,0,32
12.62146,0,0,25
10.23502,0,1,32
25.09615,0,0,25
27.43846,0,0,34
19.87241,1,0,31
12.715385,0,0,31
21.06923,1,1,28
21.2902,0,0,33
15.31923,0,0,33
11.273077,0,0,31
53.88077,0,0,34
17.22308,0,0,28
14.66923,0,1,27
12.430769,0,0,32
16.49231,0,1,26
14.33901,0,1,34
27.96923,1,0,34
13.97692,0,0,34
14.13901,0,1,32
19.72692,0,0,29
15.61429,1,1,31
13.65,1,0,26
23.09652,1,0,29
12.134615,0,0,30
16.91154,1,0,34
14.28846,0,1,28
17.70385,1,1,28
19.38352,0,0,29
12.545455,1,1,30
9.05,0,1,31
16.31154,0,1,29
18.71539,1,0,28
15.52051,0,0,27
15.98077,0,0,30
13.88376,0,0,32
15.63889,1,0,27
23.47308,1,1,28
19.77692,1,0,29
11.097009,0,1,26
26.07692,1,1,30
17.52308,0,0,31
27.27528,1,0,25
17.98461,1,1,26
22,0,1,33
17.66923,1,0,31
10.292307,0,0,26
13.17692,0,0,26
14.62019,0,0,28
13.925,0,0,30
36.50385,1,0,28
8.204395,0,0,26
12.45,0,1,25
12.115385,0,0,25
31.07778,0,0,33
18.32692,1,0,27
7.892307,1,1,27
13.91731,0,0,31
11.491958,1,0,34
29.64231,1,1,32
25.17308,1,0,32
16.84231,0,0,29
14.43846,0,0,29
10.561538,0,1,34
22.22164,0,0,32
12.615385,0,0,30
19.29615,0,1,30
13.91111,0,0,28
26.7,0,0,32
21.05,0,1,31
8.419231,0,1,27
18.53461,1,0,31
24.15385,0,0,30
14.65,0,0,34
22.53077,1,1,33
23.29231,1,1,31
19.23932,1,1,30
17.52308,0,0,31
42.11569,1,1,29
17.25256,1,0,31
4.992657,1,0,26
16.1,1,1,26
11.019781,1,1,29
19.12564,0,0,31
21.88077,1,0,26
8.338462,1,1,28
25.03461,1,1,34
16.73373,0,0,25
27.28846,0,1,33
21.65,1,1,29
35.26154,1,0,30
22.74231,1,0,25
15.15342,1,1,26
18.53461,1,0,31
22.43077,1,1,32
25.125,1,0,32
22.03077,0,0,28
21.56923,1,1,33
6.944712,0,1,28
14.45769,0,0,34
9.25,0,0,30
13.20865,0,0,31
17.87308,1,0,34
26.17692,0,0,31
21.57917,1,0,33
15.55,0,1,31
11.934615,0,0,28
16.92308,0,0,25
17.67308,0,1,33
11.553846,0,0,29
15.01923,1,1,30
19.62692,0,0,28
20.89872,1,0,29
26.52692,1,0,34
13,0,0,30
8.621212,1,0,27
27.03846,1,1,30
19.58352,1,1,31
40.6,0,0,31
12.365385,0,1,28
30.32308,0,0,34
18.77564,0,1,28
19.82692,0,0,30
16.32521,0,1,27
12.215385,1,1,26
36.85385,0,0,32
8.75,0,0,25
38.34615,1,0,32
17.32308,1,1,29
19.67692,1,0,28
50.92692,1,0,28
16.74615,0,0,29
11.903846,0,1,33
18.18461,0,0,28
17.32308,1,1,29
12.234615,0,0,31
6.284615,1,1,34
25.62692,1,0,25
23.09167,1,1,33
21.80769,0,1,33
19.24615,1,1,29
22.53077,1,1,33
21.18846,0,0,34
17.47308,0,1,31
13.70769,0,1,27
51.42692,1,0,33
14.20769,0,1,32
17.42308,0,0,30
19.47564,1,0,34
17.42244,0,0,34
32.14615,0,0,33
15.75,0,1,33
15.49231,0,0,28
14.80256,1,1,32
19.79402,0,0,27
16.26154,1,1,28
16.48626,0,1,28
12.288057,0,1,25
13.81923,0,1,31
10.4,1,1,29
22.61154,1,1,29
29.14231,0,0,27
37.29615,1,0,34
10.5,0,0,25
18.6,0,0,26
19.57692,1,0,27
33.9,1,0,26
18.81539,1,0,29
20.10769,1,1,28
17.07521,0,0,34
17.35385,0,1,25
19.31539,1,0,34
60.84231,1,0,31
15.26923,0,1,33
19.42692,1,1,26
17.27726,0,0,27
17.57308,0,1,32
17.72308,0,0,33
9.710256,0,0,33
19.49615,1,0,31
13.96491,1,1,30
19.72692,1,1,29
17.50726,1,0,25
12.9,0,0,29
24.26752,1,1,29
28.69103,1,0,30
24.78461,1,0,31
40.84231,1,0,31
8.795192,1,0,26
36.41966,1,1,33
13.98846,0,1,25
25.97692,0,0,29
14.76923,0,1,28
22.08077,1,0,28
15.3915,0,0,33
34.85128,1,1,28
26.07692,0,0,30
13.3,0,0,33
13.96111,1,0,28
9.911538,0,0,27
12.315385,1,1,27
25.92692,1,0,28
8.719231,0,1,30
14.61923,1,1,26
22.33077,0,0,31
18.78461,0,0,34
18.75,1,0,27
12.713313,1,0,29
51.22692,1,0,31
21.51966,1,1,34
14.37692,0,0,33
34.7,1,0,34
19.66731,0,0,26
22.33077,1,1,31
15.96154,0,0,25
18.53461,0,1,32
8.207693,0,0,34
17.42991,1,1,29
19.92692,1,1,31
26.27692,1,1,32
18.58461,0,0,32
20.38846,0,0,26
20.17885,1,1,34
20.22692,0,0,34
40.22949,0,1,31
16.77521,0,0,31
15.36923,0,1,34
41.36154,0,0,29
11.703846,0,1,31
28.15,1,0,31
20.20769,0,0,29
11.453846,0,0,28
10.411538,0,0,32
16.09786,1,0,28
26.93846,1,1,29
41.81154,1,0,33
15.16923,0,1,32
14.73846,0,0,32
17.8024,0,0,28
27.33846,1,1,33
12.415385,0,0,28
10.111538,0,0,29
14.51923,1,1,25
7.607693,1,1,28
11.697369,0,1,28
23,0,0,30
22.58077,1,0,33
27.33846,1,1,33
11.75,1,0,33
18.48461,1,1,31
16.01154,1,0,25
12.865385,0,1,33
20.30769,1,1,30
23.72308,1,0,30
12.415385,0,0,28
28.94231,1,1,25
7.7,1,1,27
16.91078,0,1,25
21.46539,1,1,31
24.37902,0,0,34
20.71923,0,1,25
21.83077,0,0,26
17.47308,0,1,31
12.565385,1,0,29
24.02436,1,0,25
11.857693,0,0,33
17.14615,0,0,33
11.711538,0,1,33
14.5,1,1,25
17.9,0,0,29
14.23846,0,0,27
17.70726,1,0,27
18.58461,1,1,32
12.115385,0,0,25
4.853846,0,1,25
12.465385,0,1,29
12.465385,0,1,29
16.95256,1,0,28
28.33077,1,0,28
13.28344,0,1,33
15.67051,1,0,28
11.199634,0,0,25
30.55043,1,1,32
7.146154,0,0,33
14.13862,0,0,25
18.53461,0,1,32
16.18077,0,0,32
16.41154,1,0,29
22.33077,1,1,31
13.7,1,1,27
9.615385,0,0,25
14.53846,0,0,30
32.04615,1,1,32
16.92308,0,0,25
17.40726,0,1,25
29.64231,1,1,32
12.171117,0,0,31
16.28077,0,0,33
19.22564,1,1,32
26.58846,1,0,25
12.475,0,0,31
21.55,1,1,28
10.292307,0,0,26
12.165385,0,1,26
18.15385,0,1,33
17.27308,1,0,28
17.11624,0,0,28
23.86752,1,1,25
13.12692,1,0,25
14.03846,0,0,25
15.07115,1,1,26
23.85385,1,1,27
29.95769,1,0,26
7.757693,0,1,30
15.35,1,0,28
6.298225,1,1,26
29.72308,1,1,28
16.40664,0,0,26
14.90769,1,1,26
19.90769,1,1,26
20.82885,1,1,28
15.58077,0,0,26
20.68242,0,0,31
15.21923,0,0,32
18.20385,0,0,33
11.21282,0,0,32
19.64741,0,0,31
24.07308,0,0,34
14.13846,0,0,26
13.32692,0,1,28
18.89615,1,0,25
14.96923,0,1,30
17.75385,0,1,29
10.030769,1,1,33
13.48376,0,0,28
24.28846,1,0,27
22.13077,1,1,29
50.35855,1,0,33
22.63077,0,0,34
17.20588,0,0,25
12.9,0,0,34
17.60726,1,0,26
27.33846,0,0,33
35.11154,1,1,29
31.89615,1,0,30
9.860417,0,1,34
22.23077,0,0,30
33.23846,0,1,30
32.19615,1,0,33
28.15364,1,0,28
14.81923,1,1,28
24.68461,0,1,31
27.65,1,0,26
16.60256,1,1,25
27.23846,0,0,32
8.419231,0,1,27
26.98846,1,0,29
6.711539,0,1,33
23.73317,0,1,26
32.19615,1,0,33
11.930769,0,0,27
17.62067,1,0,27
10.24645,1,0,28
22.95,1,0,29
24.73461,0,0,31
12.465385,1,0,28
24.35385,1,1,32
23.3,0,0,33
42.04231,0,0,31
10.2,0,0,27
28.46154,1,1,25
35.74231,1,0,30
15.8,0,0,33
23.29231,1,1,31
21.98077,1,0,27
45.45769,1,0,31
27.13846,1,1,31
18.99615,1,0,26
7.407693,0,0,26
8.369231,0,0,26
7.716667,1,0,25
26.83846,1,1,28
21.85,1,1,31
15.95,1,0,34
24.21752,1,0,28
42.96538,1,0,33
12.863461,0,1,33
29.64231,1,1,32
20.00769,1,1,27
10.080769,0,1,34
7.607693,0,0,28
44.11538,1,0,32
15.25897,1,1,34
11.573077,0,0,34
15.48077,0,0,25
17.37308,0,1,30
21.73077,1,1,25
55.7641,0,0,32
17.22308,1,1,28
8.518182,0,0,27
9.093407,0,0,25
22,0,1,33
41.61154,1,0,31
18.35,0,1,34
17.22548,0,0,28
14.81923,0,0,28
16.84231,1,1,29
14.98432,1,0,31
22.26271,1,0,34
17.40385,0,0,25
19.59615,1,0,32
22.23077,0,0,30
17.32308,0,0,29
31.89615,1,0,30
23.57308,1,1,29
21.41923,0,1,32
13.47753,0,1,29
10.092857,0,1,30
15.88077,0,0,29
18.75,0,0,26
18.91197,0,0,31
8.919231,0,1,32
16.86154,1,1,34
15.2,0,0,27
29.74573,1,0,32
22.23077,1,1,30
17.72308,1,1,33
9.15,1,0,26
10.261538,0,1,31
19.00556,1,0,34
17.4,1,1,30
8.478205,0,1,34
10.619658,0,0,25
7.176923,1,0,28
21.01502,0,0,27
19.54615,0,0,32
20.15769,0,1,29
15.12885,0,1,34
14.71923,0,0,27
23.19231,1,1,30
45.86923,1,1,26
52.38846,1,0,33
15.75,0,1,33
21.35,0,0,26
25.24487,1,0,34
17.12115,0,1,27
24.58461,1,0,29
17.67308,0,1,33
19.64615,0,0,33
19.82692,0,0,30
22.18077,1,0,29
14.88846,0,1,34
21.18846,1,1,34
26.83702,1,0,34
13.015385,0,0,34
24.58461,1,0,29
16.59231,1,0,26
