"experience","weeks","occupation","industry","south","smsa","married","gender","union","education","ethnicity","wage","year","id"
12,36,"white","no","no","yes",1,"male","yes",17,"other",550,"1977","302"
13,37,"white","no","no","yes",1,"male","yes",17,"other",650,"1978","302"
14,38,"white","no","no","yes",1,"male","yes",17,"other",795,"1979","302"
15,35,"white","no","no","yes",1,"male","yes",17,"other",880,"1980","302"
16,35,"white","no","no","yes",1,"male","yes",17,"other",902,"1981","302"
17,36,"white","no","no","yes",1,"male","yes",17,"other",950,"1982","302"
2,50,"blue","yes","yes","yes",1,"male","no",13,"other",315,"1976","303"
3,50,"blue","yes","yes","yes",1,"male","no",13,"other",350,"1977","303"
4,49,"blue","yes","yes","yes",1,"male","no",13,"other",435,"1978","303"
5,49,"blue","yes","yes","yes",1,"male","no",13,"other",5000,"1979","303"
6,51,"blue","yes","yes","yes",1,"male","no",13,"other",675,"1980","303"
7,49,"blue","yes","yes","yes",1,"male","no",13,"other",725,"1981","303"
8,48,"blue","yes","yes","yes",1,"male","no",13,"other",815,"1982","303"
11,50,"blue","no","yes","yes",1,"male","yes",9,"other",475,"1976","304"
12,51,"blue","no","yes","yes",1,"male","yes",9,"other",525,"1977","304"
13,51,"blue","no","yes","yes",1,"male","yes",9,"other",575,"1978","304"
14,51,"blue","no","yes","yes",1,"male","yes",9,"other",625,"1979","304"
15,51,"blue","no","yes","yes",1,"male","yes",9,"other",650,"1980","304"
16,51,"blue","no","yes","yes",1,"male","yes",9,"other",700,"1981","304"
17,51,"blue","no","yes","yes",1,"male","no",9,"other",607,"1982","304"
18,50,"white","no","no","yes",1,"male","no",16,"other",998,"1976","305"
19,49,"white","no","no","yes",1,"male","no",16,"other",998,"1977","305"
20,49,"white","no","no","yes",1,"male","no",16,"other",1410,"1978","305"
21,49,"white","no","no","yes",1,"male","no",16,"other",1410,"1979","305"
22,50,"white","no","no","yes",1,"male","no",16,"other",1000,"1980","305"
23,47,"white","no","no","yes",1,"male","no",16,"other",1389,"1981","305"
24,48,"white","no","no","yes",1,"male","no",16,"other",1440,"1982","305"
18,50,"blue","no","no","no",1,"male","no",12,"other",662,"1976","306"
19,50,"blue","no","no","no",1,"male","no",12,"other",738,"1977","306"
20,50,"white","no","no","no",1,"male","no",12,"other",813,"1978","306"
21,49,"blue","no","no","no",1,"male","no",12,"other",725,"1979","306"
22,49,"blue","no","no","no",1,"male","no",12,"other",613,"1980","306"
23,49,"blue","no","no","no",1,"male","no",12,"other",500,"1981","306"
24,49,"blue","no","no","no",1,"male","no",12,"other",750,"1982","306"
3,47,"blue","yes","no","no",1,"male","yes",8,"other",633,"1976","307"
4,52,"blue","yes","no","no",1,"male","yes",8,"other",790,"1977","307"
5,50,"blue","yes","no","no",1,"male","yes",8,"other",709,"1978","307"
6,47,"blue","yes","no","no",1,"male","yes",8,"other",740,"1979","307"
7,49,"blue","yes","no","no",1,"male","yes",8,"other",930,"1980","307"
8,47,"blue","yes","no","no",1,"male","yes",8,"other",955,"1981","307"
9,51,"blue","yes","no","no",1,"male","yes",8,"other",1176,"1982","307"
27,46,"blue","yes","no","yes",1,"male","yes",11,"other",653,"1976","308"
28,48,"blue","yes","no","yes",1,"male","yes",11,"other",702,"1977","308"
29,46,"blue","yes","no","yes",1,"male","yes",11,"other",749,"1978","308"
30,46,"blue","yes","no","yes",1,"male","yes",11,"other",860,"1979","308"
31,46,"blue","yes","no","yes",1,"male","yes",11,"other",969,"1980","308"
32,40,"blue","yes","no","yes",1,"male","yes",11,"other",1086,"1981","308"
33,42,"blue","yes","no","yes",1,"male","yes",11,"other",1182,"1982","308"
18,48,"blue","yes","no","no",1,"male","yes",9,"other",405,"1976","309"
19,44,"blue","yes","no","no",1,"male","yes",9,"other",450,"1977","309"
20,41,"blue","yes","no","no",1,"male","no",9,"other",510,"1978","309"
21,33,"blue","yes","no","no",1,"male","no",9,"other",418,"1979","309"
22,51,"blue","yes","no","no",1,"male","no",9,"other",453,"1980","309"
23,38,"blue","yes","no","no",1,"male","no",9,"other",490,"1981","309"
24,51,"blue","yes","no","no",1,"male","no",9,"other",529,"1982","309"
13,50,"blue","yes","no","no",1,"male","yes",12,"other",562,"1976","310"
14,49,"blue","yes","no","no",1,"male","yes",12,"other",598,"1977","310"
15,36,"blue","yes","no","no",1,"male","yes",12,"other",655,"1978","310"
16,49,"blue","yes","no","no",1,"male","yes",12,"other",713,"1979","310"
17,49,"blue","yes","no","no",1,"male","yes",12,"other",815,"1980","310"
18,49,"blue","yes","no","no",1,"male","yes",12,"other",889,"1981","310"
19,48,"blue","yes","no","no",1,"male","yes",12,"other",969,"1982","310"
5,50,"blue","no","yes","no",1,"male","no",12,"other",609,"1976","311"
6,50,"blue","no","yes","no",1,"male","no",12,"other",710,"1977","311"
7,33,"blue","no","yes","no",1,"male","yes",12,"other",735,"1978","311"
8,49,"blue","no","yes","no",1,"male","yes",12,"other",805,"1979","311"
9,49,"blue","no","yes","no",1,"male","yes",12,"other",935,"1980","311"
10,42,"blue","no","yes","no",1,"male","yes",12,"other",1030,"1981","311"
11,49,"blue","no","yes","no",1,"male","yes",12,"other",1137,"1982","311"
14,36,"blue","yes","no","yes",1,"male","yes",14,"other",717,"1976","312"
15,49,"white","yes","no","yes",1,"male","yes",14,"other",774,"1977","312"
16,47,"white","yes","no","yes",1,"male","yes",14,"other",859,"1978","312"
17,49,"white","yes","no","yes",1,"male","yes",14,"other",935,"1979","312"
18,48,"white","yes","no","yes",1,"male","yes",14,"other",999,"1980","312"
19,49,"blue","yes","no","yes",1,"male","yes",14,"other",799,"1981","312"
20,49,"white","yes","no","yes",1,"male","yes",14,"other",1166,"1982","312"
8,50,"white","no","no","no",1,"male","no",16,"other",504,"1976","313"
9,50,"white","no","no","no",1,"male","no",16,"other",570,"1977","313"
10,50,"white","no","no","no",1,"male","no",16,"other",620,"1978","313"
11,49,"white","no","no","no",1,"male","no",16,"other",660,"1979","313"
12,48,"white","no","no","no",1,"male","no",16,"other",762,"1980","313"
13,48,"white","no","no","no",1,"male","no",16,"other",780,"1981","313"
14,46,"white","no","no","no",1,"male","no",16,"other",1250,"1982","313"
10,49,"blue","yes","no","no",1,"male","no",12,"other",546,"1976","314"
11,50,"blue","no","no","no",1,"male","yes",12,"other",576,"1977","314"
12,44,"blue","no","no","no",1,"male","yes",12,"other",611,"1978","314"
13,50,"blue","no","no","no",1,"male","yes",12,"other",660,"1979","314"
14,50,"blue","no","no","no",1,"male","yes",12,"other",753,"1980","314"
15,49,"blue","no","no","no",1,"male","yes",12,"other",894,"1981","314"
16,50,"blue","no","no","no",1,"male","yes",12,"other",1070,"1982","314"
10,36,"white","no","no","yes",1,"male","no",17,"other",301,"1976","315"
11,47,"white","no","no","no",1,"male","no",17,"other",600,"1977","315"
12,36,"white","no","no","no",1,"male","no",17,"other",600,"1978","315"
13,47,"white","no","no","no",1,"male","no",17,"other",761,"1979","315"
14,48,"white","no","no","no",1,"male","no",17,"other",750,"1980","315"
15,38,"white","no","no","no",1,"male","no",17,"other",800,"1981","315"
16,48,"white","no","no","no",1,"male","no",17,"other",925,"1982","315"
30,51,"white","yes","no","no",1,"male","no",17,"other",998,"1976","316"
31,52,"white","yes","no","yes",1,"male","no",17,"other",998,"1977","316"
32,49,"white","yes","no","no",1,"male","no",17,"other",2150,"1978","316"
33,50,"white","yes","no","no",1,"male","no",17,"other",2325,"1979","316"
34,49,"white","yes","no","no",1,"male","no",17,"other",2487,"1980","316"
35,50,"white","yes","no","no",1,"male","no",17,"other",2000,"1981","316"
36,50,"white","yes","no","no",1,"male","no",17,"other",2708,"1982","316"
12,43,"blue","no","no","no",1,"male","no",12,"other",400,"1976","317"
13,51,"blue","no","no","no",1,"male","no",12,"other",366,"1977","317"
14,35,"blue","no","no","no",0,"male","no",12,"other",700,"1978","317"
15,36,"blue","no","no","no",0,"male","no",12,"other",665,"1979","317"
16,50,"blue","no","no","no",1,"male","no",12,"other",500,"1980","317"
17,48,"blue","yes","no","no",1,"male","no",12,"other",800,"1981","317"
18,26,"blue","no","no","no",1,"male","no",12,"other",500,"1982","317"
10,38,"white","yes","no","yes",1,"male","no",15,"other",575,"1976","318"
11,49,"white","yes","no","yes",1,"male","no",15,"other",650,"1977","318"
12,52,"white","yes","no","yes",1,"male","no",15,"other",850,"1978","318"
13,48,"blue","yes","no","yes",1,"male","yes",15,"other",700,"1979","318"
14,27,"white","yes","no","yes",1,"male","no",15,"other",900,"1980","318"
15,50,"white","yes","no","yes",1,"male","no",15,"other",720,"1981","318"
16,49,"white","yes","no","yes",1,"male","no",15,"other",1000,"1982","318"
24,47,"blue","yes","yes","yes",1,"male","yes",12,"other",666,"1976","319"
25,47,"blue","yes","yes","yes",1,"male","yes",12,"other",716,"1977","319"
26,44,"blue","yes","yes","yes",1,"male","yes",12,"other",777,"1978","319"
27,47,"blue","yes","yes","yes",1,"male","yes",12,"other",857,"1979","319"
28,47,"blue","yes","yes","yes",1,"male","yes",12,"other",942,"1980","319"
29,47,"blue","yes","yes","yes",1,"male","yes",12,"other",1036,"1981","319"
30,40,"blue","yes","yes","yes",1,"male","yes",12,"other",1136,"1982","319"
20,50,"blue","yes","yes","yes",1,"male","no",6,"afam",442,"1976","320"
21,48,"blue","yes","yes","yes",1,"male","no",6,"afam",511,"1977","320"
22,50,"blue","yes","yes","yes",1,"male","no",6,"afam",529,"1978","320"
23,50,"blue","yes","yes","yes",1,"male","no",6,"afam",650,"1979","320"
24,46,"blue","yes","yes","yes",1,"male","no",6,"afam",732,"1980","320"
25,51,"blue","yes","yes","yes",1,"male","no",6,"afam",630,"1981","320"
26,46,"blue","yes","yes","yes",1,"male","no",6,"afam",880,"1982","320"
6,49,"blue","yes","yes","yes",1,"male","yes",12,"other",420,"1976","321"
7,50,"blue","yes","yes","yes",1,"male","yes",12,"other",496,"1977","321"
8,50,"blue","yes","yes","yes",1,"male","yes",12,"other",530,"1978","321"
9,50,"white","yes","yes","yes",1,"male","yes",12,"other",600,"1979","321"
10,50,"white","yes","yes","yes",1,"male","yes",12,"other",646,"1980","321"
11,48,"blue","yes","yes","yes",1,"male","yes",12,"other",696,"1981","321"
12,49,"blue","yes","yes","yes",1,"male","yes",12,"other",798,"1982","321"
13,48,"white","yes","no","no",1,"male","no",12,"other",802,"1976","322"
14,50,"white","yes","no","no",1,"male","no",12,"other",850,"1977","322"
15,48,"white","yes","no","no",1,"male","no",12,"other",950,"1978","322"
16,47,"white","yes","no","no",1,"male","no",12,"other",1050,"1979","322"
17,48,"white","yes","no","no",1,"male","no",12,"other",1150,"1980","322"
18,48,"white","yes","no","no",1,"male","no",12,"other",1204,"1981","322"
19,47,"white","yes","no","no",1,"male","no",12,"other",1250,"1982","322"
12,49,"white","no","yes","yes",0,"female","no",16,"other",700,"1976","323"
13,49,"white","no","yes","yes",0,"female","no",16,"other",700,"1977","323"
14,50,"white","no","yes","yes",0,"female","no",16,"other",900,"1978","323"
15,49,"white","no","yes","yes",0,"female","no",16,"other",950,"1979","323"
16,50,"white","no","yes","yes",0,"female","no",16,"other",960,"1980","323"
17,46,"white","no","yes","yes",0,"female","no",16,"other",1100,"1981","323"
18,47,"white","no","yes","yes",0,"female","no",16,"other",1250,"1982","323"
3,33,"blue","no","no","yes",1,"male","yes",14,"other",487,"1976","324"
4,50,"blue","no","no","yes",1,"male","yes",14,"other",740,"1977","324"
5,37,"blue","no","no","yes",1,"male","yes",14,"other",800,"1978","324"
6,42,"blue","no","no","yes",1,"male","yes",14,"other",870,"1979","324"
7,32,"blue","no","no","yes",1,"male","yes",14,"other",954,"1980","324"
8,47,"blue","no","no","no",1,"male","yes",14,"other",1060,"1981","324"
9,48,"blue","no","no","no",1,"male","yes",14,"other",1100,"1982","324"
35,50,"white","no","yes","yes",1,"male","no",15,"other",525,"1976","325"
36,50,"white","no","yes","yes",1,"male","no",15,"other",540,"1977","325"
37,50,"white","no","yes","yes",1,"male","no",15,"other",600,"1978","325"
38,50,"white","no","yes","yes",1,"male","no",15,"other",600,"1979","325"
39,50,"white","no","yes","yes",1,"male","no",15,"other",719,"1980","325"
40,50,"white","no","yes","yes",1,"male","no",15,"other",750,"1981","325"
41,50,"white","no","yes","yes",1,"male","no",15,"other",800,"1982","325"
22,48,"white","no","no","yes",1,"male","no",12,"other",700,"1976","326"
23,47,"white","no","no","yes",1,"male","no",12,"other",800,"1977","326"
24,47,"white","no","no","yes",1,"male","no",12,"other",700,"1978","326"
25,47,"white","no","no","yes",1,"male","no",12,"other",924,"1979","326"
26,47,"white","no","no","yes",1,"male","no",12,"other",900,"1980","326"
27,47,"white","no","no","yes",1,"male","no",12,"other",1257,"1981","326"
28,47,"white","no","yes","no",1,"male","no",12,"other",1317,"1982","326"
10,39,"blue","no","yes","yes",0,"female","no",12,"afam",377,"1976","327"
11,39,"blue","no","yes","yes",0,"female","no",12,"afam",491,"1977","327"
12,41,"blue","no","yes","yes",0,"female","no",12,"afam",511,"1978","327"
13,37,"white","no","yes","yes",0,"female","no",12,"afam",550,"1979","327"
14,37,"white","no","yes","yes",0,"female","yes",12,"afam",628,"1980","327"
15,36,"blue","no","yes","yes",0,"female","no",12,"afam",450,"1981","327"
16,36,"blue","no","yes","yes",0,"female","no",12,"afam",500,"1982","327"
31,48,"white","yes","no","yes",1,"male","no",10,"other",750,"1976","328"
32,48,"blue","yes","no","yes",1,"male","no",10,"other",800,"1977","328"
33,48,"blue","yes","no","yes",1,"male","yes",10,"other",840,"1978","328"
34,49,"blue","yes","no","yes",1,"male","yes",10,"other",915,"1979","328"
35,48,"blue","yes","no","yes",1,"male","no",10,"other",965,"1980","328"
36,50,"blue","yes","no","yes",1,"male","no",10,"other",1060,"1981","328"
37,49,"blue","yes","no","yes",1,"male","no",10,"other",1145,"1982","328"
38,49,"blue","yes","no","yes",1,"male","no",15,"other",615,"1976","329"
39,48,"blue","yes","no","yes",1,"male","no",15,"other",650,"1977","329"
40,48,"white","yes","no","yes",1,"male","no",15,"other",700,"1978","329"
41,48,"white","yes","no","yes",1,"male","no",15,"other",800,"1979","329"
42,48,"white","yes","no","yes",1,"male","no",15,"other",800,"1980","329"
43,48,"blue","yes","no","yes",1,"male","no",15,"other",900,"1981","329"
44,48,"white","yes","no","yes",1,"male","no",15,"other",1000,"1982","329"
35,45,"white","no","no","yes",1,"male","no",17,"other",862,"1976","330"
36,36,"white","no","no","yes",1,"male","no",17,"other",910,"1977","330"
37,36,"white","no","no","yes",1,"male","no",17,"other",960,"1978","330"
38,35,"white","no","no","yes",1,"male","no",17,"other",945,"1979","330"
39,35,"white","no","no","yes",1,"male","no",17,"other",1042,"1980","330"
40,35,"white","no","no","yes",1,"male","no",17,"other",1170,"1981","330"
41,36,"white","no","no","yes",1,"male","no",17,"other",1230,"1982","330"
38,46,"blue","yes","no","yes",1,"male","no",11,"other",982,"1976","331"
39,49,"blue","yes","no","yes",1,"male","yes",11,"other",998,"1977","331"
40,43,"blue","yes","no","yes",1,"male","no",11,"other",1000,"1978","331"
41,48,"blue","yes","no","yes",1,"male","yes",11,"other",1100,"1979","331"
42,47,"blue","yes","no","yes",1,"male","yes",11,"other",1250,"1980","331"
43,48,"blue","yes","no","yes",1,"male","yes",11,"other",1222,"1981","331"
44,47,"blue","yes","no","yes",1,"male","no",11,"other",1200,"1982","331"
36,30,"blue","no","yes","yes",0,"female","no",12,"afam",274,"1976","332"
37,48,"blue","no","yes","yes",0,"female","no",12,"afam",337,"1977","332"
38,49,"blue","no","yes","yes",0,"female","no",12,"afam",318,"1978","332"
39,46,"blue","no","yes","yes",0,"female","no",12,"afam",365,"1979","332"
40,47,"blue","no","yes","yes",0,"female","no",12,"afam",387,"1980","332"
41,46,"blue","no","yes","yes",0,"female","no",12,"afam",480,"1981","332"
42,48,"blue","no","yes","yes",0,"female","no",12,"afam",447,"1982","332"
6,49,"blue","no","no","yes",1,"male","yes",12,"other",630,"1976","333"
7,47,"blue","no","no","yes",1,"male","yes",12,"other",750,"1977","333"
8,50,"blue","no","no","yes",1,"male","yes",12,"other",735,"1978","333"
9,46,"blue","no","no","yes",1,"male","yes",12,"other",760,"1979","333"
10,48,"blue","no","no","yes",1,"male","yes",12,"other",930,"1980","333"
11,48,"blue","no","no","yes",1,"male","yes",12,"other",1096,"1981","333"
12,48,"blue","no","no","yes",1,"male","yes",12,"other",1000,"1982","333"
35,50,"blue","yes","yes","no",1,"male","no",5,"other",563,"1976","334"
36,51,"blue","yes","yes","no",1,"male","no",5,"other",350,"1977","334"
37,51,"blue","yes","yes","no",1,"male","no",5,"other",599,"1978","334"
38,50,"blue","yes","yes","no",1,"male","no",5,"other",450,"1979","334"
39,43,"blue","yes","yes","no",1,"male","no",5,"other",450,"1980","334"
40,51,"blue","yes","yes","no",1,"male","no",5,"other",450,"1981","334"
41,49,"blue","yes","yes","no",1,"male","no",5,"other",600,"1982","334"
24,42,"white","no","yes","yes",1,"female","no",16,"other",599,"1976","335"
25,50,"white","no","yes","yes",1,"female","no",16,"other",624,"1977","335"
26,47,"white","no","yes","yes",1,"female","no",16,"other",660,"1978","335"
27,45,"white","no","yes","yes",1,"female","no",16,"other",838,"1979","335"
28,49,"white","no","yes","yes",1,"female","no",16,"other",850,"1980","335"
29,46,"white","no","yes","yes",1,"female","no",16,"other",1144,"1981","335"
30,48,"white","no","yes","yes",1,"female","no",16,"other",1200,"1982","335"
28,50,"white","yes","yes","no",1,"male","no",14,"other",550,"1976","336"
29,49,"blue","no","yes","no",1,"male","no",14,"other",690,"1977","336"
30,50,"blue","no","yes","no",1,"male","no",14,"other",640,"1978","336"
31,48,"blue","no","yes","no",1,"male","no",14,"other",720,"1979","336"
32,52,"white","no","yes","no",1,"male","no",14,"other",990,"1980","336"
33,50,"white","no","yes","no",1,"male","no",14,"other",617,"1981","336"
34,47,"blue","no","yes","no",1,"male","no",14,"other",1007,"1982","336"
4,49,"blue","no","yes","yes",1,"male","no",12,"other",775,"1976","337"
5,52,"white","no","yes","yes",1,"male","no",12,"other",875,"1977","337"
6,52,"white","no","yes","yes",1,"male","no",12,"other",1000,"1978","337"
7,50,"white","no","yes","yes",1,"male","no",12,"other",1063,"1979","337"
8,51,"white","no","yes","yes",1,"male","no",12,"other",1056,"1980","337"
9,50,"white","no","yes","yes",1,"male","no",12,"other",1222,"1981","337"
10,50,"white","no","yes","yes",1,"male","no",12,"other",1625,"1982","337"
9,49,"blue","no","no","yes",0,"female","yes",12,"other",398,"1976","338"
10,49,"blue","no","no","yes",0,"female","yes",12,"other",386,"1977","338"
11,49,"blue","no","no","yes",0,"female","yes",12,"other",485,"1978","338"
12,48,"blue","no","no","yes",0,"female","yes",12,"other",489,"1979","338"
13,47,"blue","no","no","yes",0,"female","yes",12,"other",754,"1980","338"
14,47,"blue","no","no","yes",0,"female","yes",12,"other",750,"1981","338"
15,47,"blue","no","no","yes",0,"female","yes",12,"other",900,"1982","338"
9,51,"white","no","no","no",0,"female","no",12,"other",359,"1976","339"
10,50,"white","no","no","no",0,"female","no",12,"other",360,"1977","339"
11,49,"white","no","no","no",0,"female","no",12,"other",378,"1978","339"
12,48,"white","no","no","no",0,"female","no",12,"other",437,"1979","339"
13,49,"white","no","no","no",0,"female","no",12,"other",437,"1980","339"
14,47,"white","no","no","no",0,"female","no",12,"other",438,"1981","339"
15,48,"white","no","no","no",0,"female","no",12,"other",525,"1982","339"
28,23,"white","no","no","yes",1,"male","yes",12,"other",718,"1976","340"
29,42,"white","no","no","yes",1,"male","yes",12,"other",784,"1977","340"
30,47,"white","no","no","yes",1,"male","yes",12,"other",843,"1978","340"
31,47,"white","no","no","yes",1,"male","yes",12,"other",905,"1979","340"
32,47,"white","no","no","yes",1,"male","yes",12,"other",905,"1980","340"
33,47,"white","no","no","yes",1,"male","yes",12,"other",1010,"1981","340"
34,47,"white","no","no","yes",1,"male","yes",12,"other",1143,"1982","340"
7,48,"white","no","no","yes",1,"male","no",17,"other",998,"1976","341"
8,48,"white","no","no","yes",1,"male","no",17,"other",998,"1977","341"
9,49,"white","no","no","yes",1,"male","no",17,"other",1402,"1978","341"
10,48,"white","yes","no","yes",1,"male","no",17,"other",1600,"1979","341"
11,49,"white","yes","no","yes",1,"male","no",17,"other",1760,"1980","341"
12,48,"white","yes","no","yes",1,"male","no",17,"other",1950,"1981","341"
13,49,"white","yes","no","yes",1,"male","no",17,"other",2150,"1982","341"
31,48,"white","yes","no","yes",1,"male","no",9,"other",636,"1976","342"
32,48,"white","yes","no","yes",1,"male","no",9,"other",705,"1977","342"
33,47,"white","yes","no","yes",1,"male","no",9,"other",783,"1978","342"
34,48,"white","yes","no","yes",1,"male","yes",9,"other",940,"1979","342"
35,48,"white","yes","no","yes",1,"male","no",9,"other",1018,"1980","342"
36,48,"white","yes","no","yes",1,"male","no",9,"other",1257,"1981","342"
37,47,"white","yes","no","yes",1,"male","no",9,"other",1437,"1982","342"
27,45,"white","yes","no","yes",1,"male","no",12,"other",998,"1976","343"
28,47,"white","yes","no","yes",1,"male","no",12,"other",998,"1977","343"
29,46,"white","yes","no","yes",1,"male","yes",12,"other",1320,"1978","343"
30,46,"white","yes","no","yes",1,"male","no",12,"other",1400,"1979","343"
31,46,"white","yes","no","yes",1,"male","no",12,"other",1497,"1980","343"
32,45,"white","yes","no","yes",1,"male","no",12,"other",1597,"1981","343"
33,43,"white","yes","no","yes",1,"male","no",12,"other",1333,"1982","343"
19,49,"white","no","no","yes",1,"male","no",17,"other",998,"1976","344"
20,46,"white","yes","no","yes",1,"male","no",17,"other",998,"1977","344"
21,50,"white","no","no","yes",0,"male","no",17,"other",2000,"1978","344"
22,47,"white","no","no","yes",0,"male","no",17,"other",2250,"1979","344"
23,50,"white","yes","no","yes",1,"male","no",17,"other",2300,"1980","344"
24,49,"white","yes","no","yes",1,"male","no",17,"other",2000,"1981","344"
25,48,"white","yes","no","yes",1,"male","no",17,"other",2167,"1982","344"
17,49,"white","yes","no","yes",1,"male","yes",11,"afam",475,"1976","345"
18,50,"white","yes","no","yes",1,"male","yes",11,"afam",550,"1977","345"
19,50,"white","yes","no","yes",1,"male","yes",11,"afam",547,"1978","345"
20,50,"white","yes","no","yes",1,"male","yes",11,"afam",750,"1979","345"
21,49,"white","yes","no","yes",1,"male","yes",11,"afam",650,"1980","345"
22,49,"white","yes","no","yes",1,"male","yes",11,"afam",700,"1981","345"
23,49,"white","yes","no","yes",1,"male","yes",11,"afam",650,"1982","345"
22,38,"white","no","no","yes",1,"male","yes",17,"other",998,"1976","346"
23,44,"white","no","no","yes",1,"male","yes",17,"other",998,"1977","346"
24,42,"white","no","no","yes",1,"male","yes",17,"other",720,"1978","346"
25,37,"white","no","no","yes",1,"male","yes",17,"other",1150,"1979","346"
26,39,"white","no","no","yes",1,"male","yes",17,"other",1200,"1980","346"
27,36,"white","no","no","yes",1,"male","yes",17,"other",1514,"1981","346"
28,40,"white","no","no","yes",1,"male","yes",17,"other",1500,"1982","346"
18,38,"white","no","no","no",1,"male","no",17,"other",875,"1976","347"
19,39,"white","no","no","no",1,"male","no",17,"other",980,"1977","347"
20,36,"white","no","no","no",1,"male","no",17,"other",1000,"1978","347"
21,37,"white","no","no","no",1,"male","no",17,"other",1059,"1979","347"
22,39,"white","no","no","no",1,"male","no",17,"other",1050,"1980","347"
23,39,"white","no","no","no",1,"male","no",17,"other",1335,"1981","347"
24,36,"white","no","no","no",1,"male","no",17,"other",1250,"1982","347"
27,48,"white","yes","yes","yes",1,"male","no",16,"other",998,"1976","348"
28,47,"white","yes","yes","yes",1,"male","no",16,"other",998,"1977","348"
29,49,"white","yes","yes","yes",1,"male","no",16,"other",2550,"1978","348"
30,48,"white","yes","yes","yes",1,"male","no",16,"other",2800,"1979","348"
31,48,"white","yes","yes","yes",1,"male","no",16,"other",3300,"1980","348"
32,35,"white","yes","yes","yes",1,"male","no",16,"other",2750,"1981","348"
33,25,"white","yes","yes","yes",0,"male","no",16,"other",3042,"1982","348"
3,51,"blue","no","yes","yes",1,"male","no",12,"other",464,"1976","349"
4,49,"white","no","yes","yes",1,"male","no",12,"other",711,"1977","349"
5,50,"white","no","yes","yes",1,"male","no",12,"other",774,"1978","349"
6,50,"white","no","yes","yes",1,"male","no",12,"other",928,"1979","349"
7,49,"white","no","yes","yes",1,"male","no",12,"other",1066,"1980","349"
8,48,"white","no","yes","yes",1,"male","no",12,"other",1186,"1981","349"
9,49,"white","no","yes","yes",1,"male","no",12,"other",1335,"1982","349"
37,40,"blue","no","yes","yes",1,"male","yes",11,"other",700,"1976","350"
38,38,"blue","no","yes","yes",1,"male","yes",11,"other",802,"1977","350"
39,46,"blue","no","yes","yes",1,"male","no",11,"other",856,"1978","350"
40,46,"blue","no","yes","yes",1,"male","yes",11,"other",910,"1979","350"
41,46,"blue","no","yes","yes",1,"male","yes",11,"other",1054,"1980","350"
42,44,"white","no","yes","yes",1,"male","yes",11,"other",1119,"1981","350"
43,43,"blue","no","yes","yes",1,"male","yes",11,"other",1190,"1982","350"
23,49,"blue","yes","no","no",1,"male","no",8,"other",375,"1976","351"
24,49,"blue","yes","no","no",1,"male","no",8,"other",400,"1977","351"
25,48,"blue","yes","no","no",1,"male","yes",8,"other",716,"1978","351"
26,51,"blue","yes","no","no",1,"male","yes",8,"other",785,"1979","351"
27,47,"blue","yes","no","no",1,"male","yes",8,"other",810,"1980","351"
28,44,"blue","yes","no","no",1,"male","yes",8,"other",916,"1981","351"
29,50,"blue","yes","no","no",1,"male","yes",8,"other",1038,"1982","351"
5,50,"white","no","yes","yes",1,"male","no",14,"other",625,"1976","352"
6,49,"white","no","yes","yes",1,"male","no",14,"other",716,"1977","352"
7,49,"white","no","yes","yes",1,"male","no",14,"other",775,"1978","352"
8,48,"white","no","yes","yes",1,"male","no",14,"other",922,"1979","352"
9,49,"white","no","yes","yes",1,"male","no",14,"other",1000,"1980","352"
10,48,"white","no","yes","yes",1,"male","no",14,"other",1137,"1981","352"
11,48,"white","no","yes","yes",1,"male","no",14,"other",1144,"1982","352"
30,47,"white","yes","no","yes",1,"male","no",17,"other",998,"1976","353"
31,48,"white","yes","no","yes",1,"male","no",17,"other",998,"1977","353"
32,45,"white","yes","no","yes",1,"male","no",17,"other",3500,"1978","353"
33,47,"white","yes","no","yes",1,"male","no",17,"other",3000,"1979","353"
34,47,"white","yes","no","yes",1,"male","no",17,"other",3150,"1980","353"
35,47,"white","yes","no","yes",1,"male","no",17,"other",2824,"1981","353"
36,47,"white","yes","no","yes",1,"male","no",17,"other",2931,"1982","353"
21,49,"blue","yes","no","yes",1,"male","yes",12,"afam",668,"1976","354"
22,47,"blue","yes","no","yes",1,"male","yes",12,"afam",700,"1977","354"
23,48,"blue","yes","no","yes",1,"male","yes",12,"afam",769,"1978","354"
24,49,"blue","yes","no","yes",1,"male","yes",12,"afam",770,"1979","354"
25,49,"blue","yes","no","yes",1,"male","yes",12,"afam",1000,"1980","354"
26,46,"blue","yes","no","yes",1,"male","yes",12,"afam",1112,"1981","354"
27,49,"blue","yes","no","yes",1,"male","yes",12,"afam",1200,"1982","354"
7,47,"white","no","yes","yes",1,"male","no",12,"other",320,"1976","355"
8,50,"white","no","yes","yes",1,"male","no",12,"other",365,"1977","355"
9,50,"blue","no","yes","yes",1,"male","yes",12,"other",741,"1978","355"
10,51,"blue","no","yes","yes",1,"male","yes",12,"other",940,"1979","355"
11,49,"blue","no","yes","yes",1,"male","no",12,"other",440,"1980","355"
12,51,"blue","no","no","no",1,"male","no",12,"other",550,"1981","355"
13,51,"blue","no","no","no",1,"male","no",12,"other",550,"1982","355"
4,50,"blue","yes","no","yes",1,"male","no",12,"other",596,"1976","356"
5,50,"blue","yes","no","yes",1,"male","no",12,"other",659,"1977","356"
6,50,"blue","yes","no","yes",1,"male","no",12,"other",749,"1978","356"
