ahe,female,age,yrseduc,location
23.2558136,1,54,12,midwest
3.692307711,0,30,20,midwest
24.78632545,0,40,13,midwest
11.53846169,0,26,12,midwest
15.5583334,0,42,14,midwest
19.23077011,1,41,16,midwest
12.01923084,1,43,12,midwest
8.505917549,0,54,8,midwest
30.76922989,0,40,13,midwest
16.34615326,1,41,14,midwest
36.05769348,0,62,13,midwest
19.23077011,0,34,13,midwest
10.54790211,0,39,14,midwest
18.02884674,0,45,14,midwest
17.09401703,0,36,12,midwest
17.09401703,1,36,12,midwest
17.30769157,1,45,14,midwest
26.44230843,0,42,16,midwest
20.67307663,1,60,12,midwest
14.875,1,50,12,midwest
21.25,0,51,12,midwest
25.44378662,0,51,12,midwest
23.66863823,0,35,12,midwest
20.5615387,1,36,12,midwest
18.26922989,0,50,12,midwest
8.653845787,0,22,12,midwest
16.53846169,0,37,13,midwest
17.30769157,1,44,13,midwest
11.05769253,0,55,12,midwest
14.90384579,1,44,12,midwest
11.46449661,0,55,12,midwest
21.63461494,1,60,12,midwest
10.09615421,1,45,13,midwest
15.38461494,0,46,12,midwest
16,1,38,12,midwest
10.57692337,1,40,12,midwest
13.73626328,0,44,12,northeast
13.22115421,1,41,13,northeast
12.01923084,1,59,16,northeast
7.5,0,58,11,northeast
15.68825912,1,57,11,northeast
12.5,0,31,14,northeast
13.46153831,1,31,16,northeast
28.84615326,0,41,12,northeast
16.82692337,1,25,12,northeast
11.53846169,1,37,14,northeast
16.34615326,0,40,12,northeast
15.38461494,1,51,12,northeast
14.42307663,0,52,12,northeast
15.82499981,1,49,12,northeast
14.42307663,1,37,12,northeast
34.05448532,0,36,12,northeast
18.44444466,0,59,18,northeast
21.63461494,0,39,18,northeast
17.78846169,1,54,14,northeast
14.42307663,1,56,12,northeast
48.07692337,0,56,13,northeast
36.05769348,1,48,13,northeast
26.44230843,0,46,12,northeast
10.57692337,1,24,12,northeast
30,0,27,12,northeast
19.23077011,1,52,13,northeast
27.69230843,1,39,13,northeast
22.11538506,1,54,16,northeast
48.07692337,1,41,16,northeast
48.03970718,0,40,16,northeast
10.09615421,0,38,12,northeast
16.82692337,1,24,12,northeast
38.46154022,0,29,16,northeast
18.26922989,0,35,14,northeast
7.777777672,1,51,10,northeast
12.82051277,0,24,16,northeast
21.63461494,0,50,12,northeast
10,0,26,10,northeast
14.17004013,0,48,12,northeast
25.64102554,1,41,13,south
20.67307663,1,50,16,northeast
14.42307663,0,50,16,northeast
12.01923084,0,51,12,northeast
10,1,48,12,northeast
14.42307663,0,27,14,northeast
23.07692337,1,43,16,northeast
21.63461494,1,54,13,northeast
21.63461494,0,54,12,northeast
4.807692528,1,28,13,northeast
8.012820244,0,29,9,northeast
18.26922989,0,22,16,northeast
7.211538315,1,43,12,northeast
8.653845787,0,51,12,northeast
9.875259399,1,44,13,northeast
10.53113556,1,44,13,northeast
23.07692337,0,42,12,northeast
31.25,0,48,12,northeast
14.42307663,0,38,12,northeast
8.578799248,1,24,12,northeast
11.97500038,1,35,12,northeast
11.77884579,0,62,12,northeast
16.82692337,0,39,12,northeast
10.76923084,1,30,12,northeast
5.939903736,0,64,12,northeast
24.67307663,0,56,13,northeast
21.63461494,0,39,12,northeast
17.78846169,0,35,12,northeast
32.01922989,0,39,18,northeast
15.38461494,1,47,18,northeast
26.44230843,1,33,13,northeast
24.79757118,0,55,16,northeast
31.25,0,43,16,northeast
36.05769348,0,54,13,northeast
18.22115326,1,48,16,northeast
17.93478203,0,59,12,northeast
15.86538506,1,58,13,northeast
5.494505405,0,26,12,northeast
13.73626328,1,44,12,northeast
4.807692528,1,39,16,northeast
19.23077011,0,48,12,northeast
33.65384674,0,42,14,northeast
30.06535912,0,48,13,northeast
37.36263657,0,40,18,northeast
13.73626328,0,44,12,northeast
7.692307472,1,21,13,south
17.30769157,0,38,16,south
30.76922989,0,55,14,south
22.59615326,0,54,13,south
5.769230843,1,48,12,south
16.60839081,0,51,12,south
24.03846169,0,39,16,south
19.03846169,0,52,12,south
4.120879173,1,46,12,south
11.1336031,0,42,12,south
11.53846169,0,38,12,south
2.403846264,0,58,16,south
19.23077011,1,51,16,south
12.01923084,0,52,14,south
9.855769157,1,46,8,south
22.94195747,1,47,18,south
6.971153736,1,50,12,south
13.46153831,0,33,12,midwest
12.01923084,0,54,14,south
11.77884579,1,62,12,south
11.53846169,0,32,12,south
8.653845787,1,35,12,south
19.23077011,0,52,12,south
16.82692337,1,35,16,south
8.7647686,1,25,13,south
13.46153831,0,27,14,south
11.05769253,0,44,12,south
12.94378662,0,51,18,south
8.17307663,1,42,13,south
16.15384674,0,23,12,south
10.57692337,0,23,12,south
36.05769348,0,51,12,south
16.94711494,1,26,16,south
25,0,31,12,south
20.67307663,1,28,18,south
23.9510498,0,43,18,south
13.94230747,1,23,16,south
16.08391571,0,50,12,south
12.01923084,0,22,10,south
24.03846169,0,32,12,south
19.23077011,1,60,12,south
8.653845787,1,41,12,south
12.98076916,0,39,12,south
14.42307663,0,47,12,south
9.615385056,1,48,12,south
10.57692337,0,35,9,south
12.01923084,0,41,9,south
19.23077011,0,40,12,northeast
40.86538315,0,58,18,northeast
5,1,56,14,northeast
12,1,38,12,northeast
25.29999924,0,40,12,northeast
16.02564049,0,46,12,northeast
30.76922989,0,31,19,northeast
12.5,1,34,12,northeast
19.23077011,0,33,10,northeast
7.692307472,0,34,13,northeast
9.615385056,0,24,12,northeast
4.362019062,0,23,14,northeast
20.0854702,0,58,14,northeast
10.81366634,0,57,16,northeast
24.51971245,0,46,14,northeast
14.42307663,1,48,18,south
9.134614944,1,25,13,south
16.82692337,0,26,9,south
26.92307663,1,56,18,south
12.5,1,43,12,south
16.82692337,0,47,12,south
19.23077011,1,49,12,south
30.76922989,0,25,16,south
14.42307663,1,28,16,south
17.30769157,0,30,16,south
19.23077011,1,57,18,south
10.68376064,1,46,12,south
19.23077011,0,46,12,south
3.846153736,1,54,16,south
11.53846169,1,30,13,south
26.44230843,0,26,16,south
20.19230843,0,23,12,south
33.65384674,0,55,20,south
14.61538506,0,36,9,south
26.92307663,1,35,12,south
36.05769348,1,43,14,south
16.48351669,0,42,12,south
20.94017029,0,46,13,south
40.86538315,0,32,16,south
36.05769348,0,55,20,south
46.70329666,0,45,12,south
24.77190208,0,40,12,south
41.34615326,1,42,16,south
9.615385056,1,42,12,south
14.90384579,0,49,14,south
14.42307663,0,32,10,south
19.23077011,0,31,13,south
18.88888931,1,42,12,south
52.40384674,0,46,16,south
10,1,52,18,south
32.69230652,0,52,16,south
33.65384674,0,58,16,south
8.653845787,1,57,13,south
17.30769157,0,30,13,south
14.42307663,0,43,12,northeast
20.19230843,1,49,16,south
9.615385056,1,24,12,south
10.52884579,1,23,12,south
15.38413429,1,24,12,south
20.19230843,0,44,13,south
15.38461494,1,38,12,south
4.39560461,1,55,14,south
15.86538506,0,37,12,south
16.82692337,1,45,12,south
9.615385056,1,61,9,south
24.03846169,0,42,12,south
12.99376297,1,27,14,south
30.98290634,1,33,14,south
15.88901138,1,62,13,south
20,0,35,12,northeast
24.03846169,1,54,16,northeast
20.19230843,1,54,18,south
9.615385056,0,21,13,south
29.4871788,0,45,16,south
13.22115421,1,47,14,south
14.42307663,0,32,13,south
10.33653831,1,29,12,south
33.65384674,0,42,14,south
5.288461685,1,40,11,south
12.44038486,0,24,12,south
6.730769157,1,48,12,south
17.78846169,1,47,16,south
26.04166603,0,35,13,south
18.75,1,24,16,south
22.22222137,0,57,12,south
17.30769157,0,48,13,south
18.60577011,1,44,12,south
10.57692337,1,39,12,south
11.53846169,0,56,12,south
20,1,55,12,south
6.410256386,0,28,12,south
3.75,1,49,12,south
9.134614944,1,62,12,south
21.63461494,1,26,14,south
4.807692528,0,37,11,south
14.42307663,0,31,12,south
29.80769157,1,51,14,south
12.01923084,0,47,16,south
9.961538315,1,32,12,south
18.75,0,43,12,south
7.211538315,0,23,12,south
31.25,0,42,12,south
18.02884674,0,37,13,south
11.53846169,0,52,12,south
9.890110016,1,40,12,south
48.07692337,0,43,12,south
26.44230843,0,41,12,south
6.730769157,1,30,12,south
13.58974361,0,56,16,south
12.5,1,25,12,south
24.03846169,0,32,12,south
27.35042763,0,43,20,south
18.26922989,0,44,12,south
14.42307663,1,44,12,south
9.615385056,1,49,13,south
5.288461685,0,49,16,south
5.494505405,1,26,14,south
10.01602554,0,50,12,northeast
6.730769157,1,36,13,northeast
12.23776245,0,55,9,northeast
9.615385056,1,46,12,northeast
34.18803406,0,47,12,northeast
44.71154022,0,61,16,northeast
17.30769157,1,57,16,northeast
38.46154022,0,52,16,northeast
25.96153831,1,46,13,northeast
12.01923084,1,37,14,northeast
19.23077011,0,36,12,northeast
13.46153831,1,53,14,northeast
36.05769348,0,55,20,northeast
5,1,41,11,northeast
21.36752129,0,30,18,northeast
28.84615326,1,32,18,northeast
23.07692337,0,42,13,northeast
16.48351669,1,42,16,northeast
32.05128098,0,34,16,northeast
16.0910511,0,41,12,northeast
24.77190208,0,46,13,northeast
16.34615326,1,33,13,northeast
13.46153831,0,32,12,northeast
21.4285717,1,61,12,northeast
19.23077011,1,39,18,northeast
47.00854874,0,38,16,northeast
23.07692337,0,43,13,northeast
11.05769253,1,35,12,south
16.82692337,0,23,16,south
43.26922989,1,47,18,south
9.230769157,0,44,14,south
23.07692337,0,47,12,south
24.51922989,1,37,18,south
13.125,1,39,13,south
15.86538506,1,52,10,south
23.07692337,1,26,18,south
34.18803406,0,26,16,south
4.807692528,0,42,11,south
15.23947716,0,40,12,south
33.65384674,0,38,19,south
19.23077011,1,32,19,south
36.05769348,0,52,20,south
27.36686325,1,54,18,south
20.97902107,0,28,16,south
25.24038506,0,39,16,south
48.07692337,1,35,18,south
9.134614944,1,49,11,south
13.94230747,0,27,12,south
23.07692337,0,45,16,south
12.01923084,1,22,13,south
24.03846169,1,26,18,south
5.06072855,1,44,10,south
7.591093063,1,54,12,south
15.30612278,1,43,16,south
13.73626328,0,60,16,south
22.70299149,1,48,14,south
20.38461494,0,42,12,northeast
28.84615326,1,38,12,northeast
9.838997841,1,47,12,northeast
16.82692337,0,32,13,northeast
19.23077011,1,26,16,northeast
21.15384674,1,40,13,northeast
18.33631516,0,41,13,northeast
19.95192337,1,44,16,west
26.92307663,0,49,12,northeast
20.91346169,1,54,18,northeast
8.741258621,0,39,12,northeast
17.5,0,40,12,northeast
55.55555725,1,31,19,northeast
8.17307663,1,37,12,northeast
9.615385056,1,39,12,northeast
11.05769253,0,42,12,northeast
21.29615402,1,61,16,northeast
13.80000019,0,64,12,northeast
14.33400822,1,58,12,northeast
30.44871712,0,49,16,northeast
50.48077011,1,39,16,northeast
19.23077011,0,39,12,northeast
19.23077011,0,52,13,south
8.875,1,43,13,south
12.01923084,0,45,12,south
10.98901081,0,43,16,south
17.30769157,0,37,12,south
12.01923084,0,42,12,south
18.26922989,0,42,16,south
16.82692337,0,33,13,south
20.19230843,1,40,16,south
11.98916054,0,49,14,south
22.59615326,0,40,6,south
27.73668671,0,49,16,south
13.22115421,1,46,12,south
19.23077011,1,35,18,south
19.23077011,1,40,16,south
52.40384674,0,42,13,south
31.25,1,33,16,south
28.84615326,0,48,14,south
16.34615326,1,41,13,south
10,1,22,14,south
11.05769253,1,47,12,south
12.01923084,1,46,12,south
20.6593399,0,33,13,northeast
7.846153736,1,31,14,northeast
14.23372746,1,33,14,northeast
14.42307663,1,58,14,south
21.46690559,0,33,14,northeast
12.47500038,1,55,13,northeast
13.89423084,1,61,12,northeast
13.40865421,0,36,12,northeast
9.615385056,1,50,12,northeast
16.82692337,1,30,16,northeast
14.79289913,0,45,12,northeast
6.666666508,0,25,8,northeast
5.982905865,0,29,9,northeast
43.50961685,0,45,16,northeast
43.13725662,0,52,12,northeast
19.23077011,1,49,12,northeast
11.53846169,1,63,10,south
5.288461685,1,36,13,west
19.23077011,1,27,12,northeast
14.42307663,0,28,16,northeast
17.30769157,1,27,16,northeast
19.23077011,0,50,12,northeast
19.23077011,1,48,12,northeast
10.68376064,1,57,16,northeast
9.134614944,1,41,11,northeast
25,0,39,13,northeast
42.69230652,0,57,13,northeast
44.87179565,0,49,12,northeast
21.36752129,0,40,16,northeast
16.58653831,0,41,18,northeast
13.46153831,1,52,16,northeast
9.615385056,0,49,12,northeast
4.615384579,1,46,12,northeast
19.23077011,0,49,12,northeast
17.09401703,1,39,12,northeast
16.08391571,0,32,14,northeast
18.26922989,0,32,14,northeast
7.211538315,0,44,12,northeast
15.68825912,1,45,16,northeast
24.03846169,0,45,12,northeast
9,1,47,12,northeast
9.615385056,1,22,13,northeast
5.494505405,0,35,12,northeast
7.211538315,0,23,11,northeast
19.39945984,1,59,18,northeast
13.98601437,0,26,13,northeast
28.84615326,0,44,18,northeast
16.82692337,1,52,16,northeast
17.21153831,0,60,12,northeast
3.698224783,0,50,12,northeast
17.94871712,0,32,16,northeast
11.1888113,0,31,14,northeast
9.134614944,0,34,12,northeast
5.769230843,0,36,18,northeast
6.593406677,1,26,11,south
18.5,0,45,12,south
19.71153831,0,28,13,south
17.78846169,1,25,16,south
16.39999962,0,50,12,south
12.01923084,0,51,12,south
22.59615326,1,36,16,south
36.05769348,1,36,13,northeast
9.199999809,0,22,13,northeast
4.086538315,1,24,13,northeast
14.42307663,1,57,13,northeast
17.09114647,1,43,13,northeast
10.57692337,0,26,12,northeast
29.05982971,1,53,16,northeast
14.42307663,1,46,14,northeast
9.134614944,1,56,12,northeast
20.46153831,1,58,18,northeast
16.34615326,0,51,12,northeast
10,0,24,14,northeast
16.83760643,1,53,12,northeast
27.69230843,0,57,18,south
8.173557281,1,56,16,south
19.23077011,0,58,12,south
30.76922989,0,62,12,south
23.93162346,1,56,16,south
19.23077011,1,36,14,south
14.42307663,0,49,12,south
14.42307663,0,53,16,south
28.84615326,0,50,13,south
34.13461685,0,58,16,south
13.94230747,1,54,16,south
12.01923084,0,52,9,south
14.23076916,1,29,16,south
28.10650826,1,57,18,south
12.05510902,0,28,12,south
13.22115421,0,59,14,south
10.09615421,1,57,13,south
9.615385056,0,32,16,south
9.230769157,1,27,12,south
12.01923084,1,61,12,south
14.9572649,0,41,20,northeast
14.90384579,1,58,16,south
18.26922989,1,52,12,south
19.23077011,0,31,16,south
30.98290634,1,26,16,south
9.615385056,0,29,12,south
12.01923084,0,50,12,south
17.78846169,1,50,12,south
7.949999809,0,22,11,south
24.23077011,0,50,14,south
12.98076916,1,44,14,south
22.18934822,1,41,18,south
35.57692337,0,44,13,south
34.61538315,1,44,18,south
10.09615421,0,32,12,south
10.41666698,1,30,12,south
5.494505405,1,23,13,south
17.78846169,1,61,16,south
19.23077011,0,34,13,south
4.807692528,1,25,12,south
15.86538506,1,37,18,south
12.01923084,0,43,14,south
25.88757324,0,41,18,northeast
29.80769157,1,40,16,northeast
33.65384674,0,43,16,northeast
29.72027969,0,51,18,northeast
8.653845787,1,55,13,northeast
15.38461494,1,47,12,northeast
20.19230843,1,41,18,northeast
7.591093063,1,51,13,northeast
35.25640869,0,53,18,northeast
9.615385056,1,51,14,northeast
12.01923084,1,25,13,northeast
20.19230843,1,50,14,northeast
39.4871788,0,42,16,northeast
40.86538315,0,45,16,northeast
31.37651825,1,45,14,northeast
29.56730843,0,41,16,northeast
21.63461494,0,42,16,northeast
31.25,1,41,16,northeast
42.30769348,0,60,18,northeast
40.54053879,1,50,16,northeast
36.53845978,0,46,12,northeast
9.245562553,1,54,12,northeast
43.26922989,0,40,18,northeast
28.84615326,1,51,16,northeast
19.23077011,0,28,16,northeast
33.65384674,1,49,16,northeast
24.03846169,0,46,16,northeast
12.01923084,0,47,16,northeast
14.90384579,1,38,12,northeast
15.38461494,0,30,12,northeast
19.23077011,1,28,16,northeast
23.31730843,0,54,12,northeast
23.83603287,1,52,13,northeast
19.23077011,0,24,13,northeast
19.23077011,1,31,16,northeast
23.07692337,1,27,18,northeast
22.30769157,1,34,18,northeast
16.43356705,0,36,18,midwest
48.55769348,0,29,13,northeast
9.615385056,0,23,13,northeast
24.51922989,0,53,14,northeast
16.34615326,1,27,13,northeast
9.615385056,1,25,13,northeast
27.60416603,0,23,13,northeast
25.92499924,1,36,13,northeast
9.615385056,1,32,12,south
40.86538315,1,50,12,south
37.95546722,1,63,18,south
6.971153736,1,49,12,south
17.78846169,0,36,12,south
16.66666603,1,37,16,south
24.03846169,1,36,16,south
14.90384579,1,39,13,south
22.11538506,1,58,14,south
12.5,0,24,16,northeast
24.03846169,1,53,16,south
31.25,0,45,16,south
38.46154022,0,54,18,south
28.84615326,1,42,18,south
7.396449566,0,53,9,south
22.55949974,0,51,12,south
26.92307663,0,40,14,south
12.5,1,31,12,south
8.333333015,0,24,12,south
16.58653831,0,54,12,south
7.5,0,59,9,south
8.791209221,1,55,12,south
15.38461494,0,28,12,south
8.653845787,1,22,12,south
13.46153831,0,52,12,south
9.142857552,1,52,12,south
11.62115383,0,44,13,south
8,1,60,12,south
20.19230843,0,34,14,south
10.09615421,1,58,16,south
13.46153831,1,23,13,south
17.30769157,0,50,18,south
15.86538506,1,46,12,south
10.09615421,1,56,12,south
12.37980747,1,33,13,south
12.5,0,28,11,south
10.57692337,0,32,13,south
36.05769348,0,60,13,south
36.05769348,1,58,12,south
8,0,62,12,south
7.211538315,1,59,13,south
18.26922989,0,37,14,south
7.692307472,1,38,12,south
18.26922989,0,61,12,south
21.36752129,0,47,12,south
8.875740051,0,54,18,south
26.44230843,1,30,18,south
4.050000191,0,43,11,south
11.5625,1,25,13,south
14.42307663,0,26,16,south
9.615385056,1,41,12,south
36.77884674,0,49,16,south
12.98076916,0,47,18,south
14.42307663,1,43,13,south
10,0,46,12,south
6.521739006,0,45,12,south
11.25,1,34,12,south
15.38461494,0,28,13,south
16.82692337,1,29,12,south
33.65384674,1,55,13,south
16.34615326,0,28,16,south
11.53846169,0,33,12,south
7.692307472,0,36,12,south
17.62019157,1,29,16,south
19.23077011,0,41,16,south
9.895833015,0,37,11,south
8.791209221,1,39,12,south
14.90384579,0,56,12,south
13.46153831,1,40,12,south
38.46154022,1,43,16,west
8.483516693,1,53,16,south
18.99038506,1,49,12,south
7.644230843,0,56,12,south
19.23077011,0,21,13,south
26.44230843,1,42,12,south
3.402366877,1,50,12,south
12.01923084,0,49,12,south
8.17307663,1,21,13,south
26.44230843,0,52,16,south
20.67307663,1,26,16,south
6.346153736,0,24,14,south
15.38461494,0,35,16,south
6.770833492,1,56,12,south
29.58579826,1,34,12,south
11.83431911,0,39,9,south
5.769230843,1,58,12,south
6.293706417,0,48,18,west
6.293706417,0,52,16,west
16.82692337,1,58,14,south
6,0,57,10,south
27.88461494,0,59,16,south
57.69230652,1,53,16,south
10,0,51,6,south
36.05769348,0,39,13,south
15.86538506,1,39,13,south
22.72727203,0,54,12,south
8.17307663,1,49,10,south
8.653845787,1,21,13,south
9.615385056,1,28,14,south
16.82692337,0,31,14,south
16.82692337,1,43,16,south
14.90384579,0,40,12,south
6.730769157,0,59,12,south
31.92307663,0,31,16,south
10.09615421,1,41,12,south
8.004807472,0,32,12,south
9.882478714,0,60,12,south
28.84615326,0,62,12,south
16.82692337,0,46,12,south
16.34615326,1,43,12,south
26.44230843,0,25,12,south
25.96153831,1,26,16,south
12.45629406,1,22,13,south
8.333333015,1,39,12,south
8.17307663,0,23,12,south
48.07692337,0,42,14,south
16.82692337,1,39,16,south
10.09615421,1,32,12,south
6.04395628,0,22,13,south
7.5,0,49,9,south
16.92307663,0,38,12,south
23.50427437,1,26,16,south
37.01922989,0,60,12,south
34.26573563,1,55,18,south
50,1,42,16,south
19.23077011,0,49,16,south
16.82692337,1,46,16,south
8.653845787,1,23,12,south
13.66396809,1,50,12,south
20.19230843,0,63,16,south
48.07692337,1,62,16,south
10.09615421,0,26,12,south
8.17307663,1,37,12,south
15.38461494,0,39,11,south
19.23077011,1,43,14,south
18.49112511,0,44,18,south
44.23077011,1,44,18,south
27.64422989,0,50,16,south
17.09401703,0,44,18,south
12.01923084,0,34,13,south
8.653845787,0,59,12,northeast
12.5,0,24,14,south
12.5,1,25,14,south
37.00720978,0,36,18,south
16.82692337,0,48,13,south
8.17307663,0,49,8,south
19.23077011,1,46,16,south
28.84615326,0,44,16,south
12.01923084,1,39,12,south
9,0,56,9,south
9.265734673,0,57,12,south
14.42307663,1,46,13,south
12.30769253,0,30,14,south
14.42307663,1,28,16,south
8.75,0,25,13,northeast
4.961538315,1,39,16,south
10.57692337,1,24,16,south
11.76923084,1,22,12,south
17.94871712,1,61,18,south
9.567307472,1,37,13,south
14.42307663,1,36,14,south
17.30769157,1,28,16,south
16.82692337,0,29,16,south
7.699999809,1,48,9,south
4.326922894,0,32,12,south
14.61538506,0,52,14,south
10.57692337,1,54,13,south
23.07692337,0,40,13,south
24.03846169,0,30,16,south
9.230769157,1,50,13,south
14.71153831,1,43,13,south
7.211538315,0,26,12,south
21.63461494,1,53,14,south
43.26922989,0,50,16,south
8,1,45,13,south
27.2435894,0,54,16,south
14.42307663,0,32,16,south
46.15384674,0,33,18,south
14.42307663,0,48,13,south
11.53846169,1,46,16,south
26.44230843,0,39,16,south
19.23077011,1,37,13,south
18.75,1,54,11,south
26.44230843,1,56,18,south
44.37869644,0,49,16,south
33.65384674,1,49,18,south
16.82692337,1,25,16,south
29.80769157,0,53,14,south
21.36752129,1,26,12,south
12.01923084,1,36,16,south
12.01923084,0,37,11,south
10.39500999,1,26,14,south
12.98076916,1,62,13,south
8.75,0,26,12,south
11.53846169,0,38,12,midwest
37.01922989,0,49,14,midwest
14.28571415,1,49,12,midwest
21.63461494,0,52,13,midwest
16.34615326,1,47,14,midwest
3.365384579,1,43,10,south
5.128205299,0,48,12,south
6.25,1,53,12,south
7.211538315,1,59,11,south
16.82692337,0,48,12,south
6.730769157,1,42,10,south
14.10256386,1,30,16,south
13.39285755,0,49,13,south
28.84615326,1,49,12,south
6.923077106,1,40,14,south
13.46153831,1,45,13,south
11.05769253,1,35,12,south
12.01923084,0,34,12,south
7.8125,1,42,12,south
15.03496456,0,29,14,south
8.791209221,1,24,12,south
15.86538506,0,27,12,south
16.82692337,0,52,12,south
13.46153831,1,50,12,south
12.01923084,0,51,13,south
12.5,1,41,13,south
13.66396809,1,47,12,south
10.39500999,1,24,12,south
30.76922989,0,46,12,midwest
10.375,0,43,12,south
30.76922989,0,41,16,south
13.33333302,1,48,12,south
26.44230843,0,46,12,northeast
5.769230843,1,41,12,northeast
9.060650826,1,39,14,northeast
13.33333302,0,46,13,northeast
14.42307663,1,64,13,northeast
12.82051277,1,49,14,northeast
21.63461494,0,29,12,northeast
14.42307663,1,26,12,northeast
25.34615326,1,59,13,northeast
17.5585289,0,61,13,northeast
27.77777863,0,58,16,northeast
9.245562553,1,55,16,northeast
24.51922989,1,63,18,northeast
25,0,52,18,northeast
10,0,41,12,northeast
25.44378662,0,35,13,northeast
11.83673477,0,40,12,northeast
12.01923084,1,40,13,northeast
13.98601437,0,41,13,northeast
15.86538506,1,43,12,northeast
23.07692337,0,46,14,northeast
17.62820435,1,33,14,northeast
19.23077011,0,25,16,northeast
15.38461494,0,41,12,northeast
8.894230843,1,47,12,northeast
11.44471169,0,38,11,northeast
7.596153736,1,49,12,northeast
17.09401703,1,37,18,northeast
14.28571415,0,37,14,northeast
24.03846169,0,44,12,northeast
30.76922989,1,54,16,northeast
41.82692337,1,51,16,northeast
17.30769157,0,46,12,northeast
15.18218613,1,42,12,northeast
6.25,1,61,12,northeast
17.09401703,1,36,16,northeast
52.6755867,0,57,12,northeast
27.77777863,1,51,14,northeast
35.20000076,0,44,18,northeast
14.75849724,0,22,12,northeast
7.211538315,0,45,11,south
24.03846169,0,38,18,south
16.82692337,1,34,18,south
32.69230652,0,39,14,south
25.64102554,0,43,16,south
40.86538315,1,39,16,south
9.615385056,1,41,13,south
27.40384674,0,43,13,south
11.05769253,0,50,12,south
34.18803406,0,40,12,south
28.84663391,1,49,20,south
14.42307663,0,49,16,south
38.46154022,0,64,16,south
7.307692528,0,43,13,south
8.241758347,1,48,9,south
2.403846264,0,23,16,south
29.80769157,0,29,16,south
20.62019157,1,27,13,south
14.42307663,1,33,13,south
7.211538315,1,61,13,south
9.134614944,1,30,14,south
25.48077011,0,50,16,south
26.92307663,1,61,12,south
23.55769157,1,50,12,south
16.82692337,0,27,16,northeast
20.67307663,1,35,12,northeast
14.02243614,0,26,13,northeast
16.23931694,0,41,12,northeast
20.19230843,1,39,12,northeast
25,0,58,12,northeast
16.36363602,0,28,13,northeast
12.51428604,1,25,13,northeast
6.730769157,1,29,13,northeast
43.26922989,0,46,13,northeast
26.44230843,0,38,14,northeast
4.120879173,1,29,16,northeast
15.38461494,0,33,14,northeast
15.38461494,1,49,16,northeast
51.28205109,1,57,16,northeast
5.917159557,0,56,18,northeast
4.807692528,0,29,16,northeast
36.32478714,0,55,20,northeast
8.653845787,1,53,13,northeast
19.95192337,0,35,14,northeast
40.76922989,0,46,18,northeast
48.07692337,1,61,14,northeast
31.25,0,59,12,northeast
8.956044197,0,25,12,northeast
7.5,0,23,12,northeast
19.23077011,0,51,12,northeast
29.80769157,0,44,12,northeast
18.75,0,57,9,northeast
12.01923084,1,55,9,northeast
12.99376297,0,54,16,northeast
28.84615326,1,39,16,northeast
20.79001999,0,52,18,northeast
25.82417488,1,47,13,northeast
26.44230843,0,33,16,northeast
7.5,0,23,12,northeast
13.07692337,0,54,12,northeast
13.46153831,1,52,12,northeast
10.84759617,1,47,12,midwest
19.23077011,0,61,12,midwest
18.46153831,0,57,9,midwest
8.547008514,0,25,12,midwest
17.30769157,0,60,14,midwest
5.971660137,1,62,12,midwest
32.21154022,0,47,14,midwest
17.58241844,1,38,13,midwest
19.23077011,0,51,16,midwest
10.47008514,0,32,12,midwest
22.59615326,1,38,12,midwest
7.692307472,0,33,12,midwest
26.92307663,0,38,12,midwest
23.50427437,0,34,18,midwest
5.769230843,1,64,13,midwest
17.9765892,1,24,14,midwest
4.951922894,1,23,12,midwest
17.02724266,0,27,16,midwest
10.57692337,1,28,12,midwest
19.23077011,0,52,12,midwest
10.83509636,1,46,12,midwest
24.03846169,0,47,12,midwest
14.73846149,1,33,16,midwest
15.38461494,0,36,12,midwest
43.51874924,0,35,16,midwest
29.80769157,1,38,18,midwest
38.46154022,0,62,18,midwest
4.39560461,1,54,12,midwest
14.42307663,0,49,12,midwest
8.791209221,1,49,12,midwest
9.890110016,1,22,16,midwest
13.89999962,0,30,12,midwest
33.65384674,1,53,18,midwest
8.547008514,0,47,11,midwest
15.4269228,0,49,16,midwest
9.615385056,1,39,16,midwest
30.76922989,0,39,14,midwest
28.84615326,0,34,16,midwest
22.30346107,0,37,12,midwest
42.30769348,0,40,16,midwest
15.38461494,1,48,13,midwest
19.23077011,0,36,16,midwest
20.97902107,0,52,12,midwest
11.73469353,0,63,12,south
9.230769157,1,58,12,midwest
5.769230843,1,22,12,midwest
9.958076477,1,57,13,midwest
38.94230652,0,41,16,midwest
34.13461685,1,27,16,midwest
18.32932663,1,28,13,midwest
9.615385056,1,35,12,midwest
40,0,61,16,south
15.86538506,1,43,14,south
14.28571415,0,40,16,northeast
35.36324692,1,34,16,northeast
7.211538315,0,55,13,northeast
12.82051277,0,42,12,northeast
14.42307663,0,57,13,northeast
33.33333206,1,58,13,northeast
21.36752129,0,37,12,northeast
20.94017029,0,41,12,northeast
9.591836929,1,23,14,northeast
27.26202011,0,30,12,northeast
46.63461685,1,47,16,northeast
12.55500031,1,45,13,northeast
16.0514431,0,53,18,northeast
16.82692337,1,46,12,northeast
61.05769348,0,45,13,midwest
23.84615326,1,55,14,northeast
26.62721825,0,46,19,northeast
18.26922989,1,41,12,west
15.38461494,0,42,14,west
9.615385056,0,24,11,west
23.4375,0,44,16,west
22.18934822,1,53,18,west
2.598752499,0,21,13,west
